location_name,cause_name,measure,number_change_1990_2019,age_structure_contribution,age_structure_contribution_Q1,age_structure_contribution_Q3,population_size_contribution,population_size_contribution_Q1,population_size_contribution_Q3,all_other_reasons_contribution,all_other_reasons_contribution_Q1,all_other_reasons_contribution_Q3,number_attributed_to_age_structure,number_attributed_to_age_structure_Q1,number_attributed_to_age_structure_Q3,number_attributed_to_population_size,number_attributed_to_population_size_Q1,number_attributed_to_population_size_Q3,number_attributed_to_all_other_reasons,number_attributed_to_all_other_reasons_Q1,number_attributed_to_all_other_reasons_Q3
Benin,Chronic respiratory diseases,YLLs,17816.2,-113.2,-777.6,658.6,796.7,-2802,3893.9,-583.4,-3016.3,2243.3,-20174.9,-138541.9,117346.4,141934,-499209.7,693752.1,-103942.9,-537393.9,399679.5
Benin,Digestive diseases,YLLs,60047.2,-22.8,-44.6,-8.5,232.4,197.4,290.8,-109.5,-146.1,-88.9,-13720.7,-26806.5,-5107.8,139530.1,118513.3,174589.7,-65762.2,-53358.3,-87736
Benin,Neurological disorders,YLLs,21260.5,-18,-12.6,-22.2,128.7,122.1,136.2,-10.6,-14,-9.5,-3833.4,-2683.9,-4718.6,27351.8,25969.1,28951.5,-2257.9,-2024.7,-2972.4
Benin,Mental disorders,YLLs,4,-4.1,-2,-6.3,70,67.8,72.1,34.1,34.1,34.2,-0.2,-0.1,-0.3,2.8,2.7,2.9,1.4,1.4,1.4
Benin,Substance use disorders,YLLs,1825,11.9,16.4,6.9,101.6,108.5,92.6,-13.5,-15.5,-9,216.9,126.5,298.6,1855.1,1689.9,1980.6,-246.9,-163.5,-282
Benin,Diabetes and kidney diseases,YLLs,54231.9,-6.6,-3.4,-9.7,119.7,114.4,117.5,-13.1,-11.1,-7.8,-3566.5,-1825.1,-5274.3,64890.8,62055.5,63719.6,-7092.4,-4213.5,-5998.6
Benin,Skin and subcutaneous diseases,YLLs,2610.7,-77.7,-121.6,-38.8,267.6,197.7,324.8,-89.9,-103.3,-58.9,-2028.2,-1011.9,-3173.5,6985.8,5160.2,8480.6,-2347,-1537.6,-2696.4
Benin,Musculoskeletal disorders,YLLs,1365,2.3,0.8,4.1,79.5,80.3,80.9,18.2,15,18.9,31.2,10.5,56.6,1085.1,1096.1,1103.8,248.7,204.5,258.4
Benin,Injuries,YLLs,154938.1,-156.3,-1406.8,1341.7,701,-4140.4,4785.1,-444.7,-3278.4,2898.7,-242225.3,-2179604.9,2078773.5,1086188.4,-6415088.3,7413967.9,-689025.1,-5079425,4491252.8
Benin,Transport injuries,YLLs,49768.3,-99.6,-27.4,-515.4,555,2056.4,294.8,-355.4,-1441,-167.4,-49566.6,-13635.6,-256515.5,276217,1023427.9,146738,-176882.1,-717144.1,-83334
Benin,Self-harm and interpersonal violence,YLLs,58452.2,2.6,1.1,4.5,85.9,86,87.8,11.5,11.1,9.6,1504,2622.6,640.6,50217.9,50241.1,51298.4,6730.2,5588.4,6513.2
Benin,Unintentional injuries,YLLs,46717.6,100.6,204.1,83,-232.9,-141.5,-775.1,232.3,158.6,671,46991.9,38766.6,95365.7,-108802.1,-362113.5,-66126.5,108527.7,313465.3,74077.5
Benin,Sense organ diseases,YLLs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burkina Faso,All causes,YLLs,1765714.2,70,-18.3,164,-232.7,-794.9,658.6,262.8,-540.3,730.9,1235176.4,-322768.9,2896435.7,-4109107.8,-14036295.8,11629151,4639645.7,-9540667.9,12905574.2
Burkina Faso,"Communicable, maternal, neonatal, and nutritional diseases",YLLs,-195763.7,45.8,42.6,51.4,-109.9,-185.6,1261.5,164.1,-1212.9,243,-89668.9,-100560.9,-83403.4,215174.5,-2469586.2,363430.9,-321269.3,-475791.2,2374383.4
Burkina Faso,HIV/AIDS and sexually transmitted infections,YLLs,-539938.8,85.2,-435,591.3,214.8,-1698.7,2201.6,-200,-2692.9,2233.6,-459762.6,-3192727.1,2348492.7,-1159890,-11887198.1,9171853.2,1079713.7,-12060284.8,14539986.4
Burkina Faso,Respiratory infections and tuberculosis,YLLs,408762.2,80.1,-13,209.6,-207,-1255.7,476.4,226.8,-363.4,1146.1,327549,-53278.8,856870,-845939.5,-5132791,1947439,927152.7,-1485398,4684683.2
Burkina Faso,Enteric infections,YLLs,-526688.7,33.5,23.7,36.5,-40,-134,-18.3,106.5,210.3,81.8,-176351.2,-124998.2,-192046.6,210833.7,705928.2,96208.9,-561171.2,-1107618.7,-430850.9
Burkina Faso,Neglected tropical diseases and malaria,YLLs,466858.3,106.7,-403.3,514,-272.4,-2158.6,2189.5,265.7,-1686.2,1744.5,497985.4,-1882894.8,2399831.7,-1271505.8,-10077389.4,10221721.2,1240378.7,-7871968.1,8144416
Burkina Faso,Maternal and neonatal disorders,YLLs,644293.7,-22.4,-1989,2304.5,279.9,-4877.5,5162.9,-157.4,-3073.9,2673,-144585.4,-12814909.7,14847982.8,1803112.5,-31425557.8,33264366.9,-1014233.4,-19805163.5,17221868.8
Burkina Faso,Nutritional deficiencies,YLLs,43386.5,62.6,-29,147.5,-108.9,-970.9,593,146.3,-464,923.5,27147.1,-12587.1,63989.9,-47228.8,-421256.6,257271,63468.2,-201297.4,400653.2
Burkina Faso,Non-communicable diseases,YLLs,1459599.2,-12.3,-19.5,-4.4,127.1,117.7,140.2,-14.8,-13.4,-20.8,-179498.1,-284216.7,-63643.5,1855651.2,1718205.5,2046975.3,-216554,-194962.8,-303159.4
Burkina Faso,Neoplasms,YLLs,199416.4,-2.1,-5,1.2,80.7,82.4,97.1,21.4,16.4,8,-4263,-10025.2,2400.6,160947.3,164267.4,193548.4,42732,15893.3,32748.4
Burkina Faso,Cardiovascular diseases,YLLs,322018.6,-2.9,-6.5,0.6,101.2,85,95.8,1.7,10.7,14.4,-9459.1,-20963.4,2014.8,326003,273725.7,308476.8,5474.7,34505.3,46278.1
Burkina Faso,Chronic respiratory diseases,YLLs,36028.3,-62,-135.7,-22.2,309.1,208,481.9,-147.2,-246.2,-85.8,-22329.9,-48875.8,-8002.5,111380.7,173609,74936.3,-53022.5,-30905.5,-88704.9
Burkina Faso,Digestive diseases,YLLs,114367.1,-34.5,-15.5,-57.9,221.5,181.2,265.1,-87,-107.1,-65.7,-39474.3,-17673.9,-66257.6,253323.7,207218,303163.1,-99482.3,-122538.4,-75177
Burkina Faso,Neurological disorders,YLLs,38068.9,-6.3,-0.7,-11.4,112.7,101.3,117.1,-6.4,-0.6,-5.8,-2416.4,-259.9,-4334.7,42908,38568.9,44593.4,-2422.7,-2189.8,-240.1
Burkina Faso,Mental disorders,YLLs,6.7,-13.8,-25.7,-6.3,65.1,62.6,73.6,48.7,43.7,52.1,-0.9,-0.4,-1.7,4.4,4.2,4.9,3.3,2.9,3.5
Burkina Faso,Substance use disorders,YLLs,5165.7,-7.6,-10.3,-3.5,98.6,94.6,97,8.9,15.7,6.5,-391.4,-181,-531.4,5095.3,4885.1,5009.4,461.8,337.4,812
Burkina Faso,Diabetes and kidney diseases,YLLs,105726.8,-7.5,-10.9,-4.1,99.9,100.9,95.4,7.5,10,8.7,-7877.2,-11503.5,-4318.1,105655.9,100869.7,106660.6,7948.1,10569.7,9175.2
Burkina Faso,Skin and subcutaneous diseases,YLLs,7488.2,-3,-5.4,0.8,88.1,75.7,85.4,14.9,20,23.5,-222.9,-401.8,58.3,6598.8,5668.9,6393.9,1112.2,1496.1,1761
Burkina Faso,Musculoskeletal disorders,YLLs,2102.6,2.3,0.6,4.9,72.9,76.8,77,24.8,18.1,22.6,49.1,103.8,12.6,1532.5,1614,1619.2,521,379.6,476
Burkina Faso,Injuries,YLLs,501878.6,-15.5,-1.8,-27.1,138,118.1,153.8,-22.5,-16.2,-26.7,-78038.1,-136046,-9144.2,692820.4,592553.5,771802.1,-112903.7,-133877.5,-81530.7
Burkina Faso,Transport injuries,YLLs,169001.9,-10.8,-21.5,1.1,137.8,125.8,161.7,-26.9,-26.8,-40.1,-18301.6,-36385.5,1799.5,232803.8,212529.6,273234,-45500.3,-45327.2,-67846.6
Burkina Faso,Self-harm and interpersonal violence,YLLs,174743.4,-3.6,-1.4,-5.5,74.1,74.3,82.5,29.4,23,27.2,-6209.4,-2513.9,-9644.4,129568.1,129788.4,144110,51384.7,40277.8,47469
Burkina Faso,Unintentional injuries,YLLs,158133.3,-36.9,-3,-90.3,216.6,160.1,302.1,-79.6,-111.8,-57.1,-58405.6,-142834.9,-4796.7,342451.2,253171.2,477713.9,-125912.3,-176745.7,-90241.1
Burkina Faso,Sense organ diseases,YLLs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,All causes,YLLs,3532987.6,66.7,63.6,72.8,-50.9,-48.4,-85.2,84.2,112.4,84.8,2355287.7,2248131.7,2571280.7,-1798111.3,-1709488.7,-3008971.8,2975811.2,2994344.6,3970678.6
Cameroon,"Communicable, maternal, neonatal, and nutritional diseases",YLLs,1595047.6,54,52.2,57.1,-21.6,-26.7,-39.9,67.6,69.6,87.7,861446.8,832963.5,910575.3,-344575.3,-425201,-637134.3,1078176.2,1109673.3,1399218.4
Cameroon,HIV/AIDS and sexually transmitted infections,YLLs,1057608.3,-184.1,-1708,1634.3,168.1,-1085.2,1088.7,116,-449.1,719.3,-1946716.3,-18063952.2,17284595.6,1777488.7,-11477177.9,11514503.8,1226835.9,-4749809.4,7607056.8
Cameroon,Respiratory infections and tuberculosis,YLLs,300237.7,66.1,63.2,73.6,-89,-67.1,-74.8,122.9,101.3,103.8,198331.6,189814.5,220924.2,-267112.7,-201356.1,-224685.2,369018.8,303998.6,311779.3
Cameroon,Enteric infections,YLLs,-190074.4,43.1,41.8,44.3,-12.8,-11.1,-23.3,69.7,66.8,81.5,-81886.4,-79409,-84194.8,24323.6,21067,44320.8,-132511.6,-126946.6,-154986.2
Cameroon,Neglected tropical diseases and malaria,YLLs,723116.5,-84.2,-120.1,-51.8,256.2,218.9,342.9,-72,-122.9,-67.1,-608789.9,-374857.5,-868105.9,1852557.8,1582950.1,2479649.5,-520651.4,-484976.1,-888427.1
Cameroon,Maternal and neonatal disorders,YLLs,422663.2,84.1,105.8,77.1,-78.7,-108.5,-97.1,94.6,131.4,91.3,355309.2,325715.3,447253.1,-332533.6,-410511.6,-458585.2,399887.6,385921.7,555533.1
Cameroon,Nutritional deficiencies,YLLs,-56156.6,35,33.3,36.2,1.7,-9.2,4.3,63.3,59.4,75.9,-19638.9,-18685.6,-20345,-946.2,-2436.3,5163.1,-35571.5,-33375.3,-42634.1
Cameroon,Non-communicable diseases,YLLs,1427363,-14.7,-20.6,-9.2,124.3,120.9,145,-9.6,-11.7,-24.4,-209114.8,-130957.2,-294004.1,1774005,1725845.9,2069377,-137527.1,-167525.7,-348009.9
Cameroon,Neoplasms,YLLs,297654.5,0.3,-2.2,3.2,88.2,87.9,90.2,11.6,11.9,9,813.8,-6446,9404.5,262413,261524.9,268557.8,34427.7,26725.2,35542.7
Cameroon,Cardiovascular diseases,YLLs,418861,-4,-8.5,1.1,110.1,104.2,117,-6.1,-5.3,-8.5,-16703.3,-35505.9,4659.3,460991.9,436431.9,490173.6,-25427.6,-22230.2,-35806.7
Cameroon,Chronic respiratory diseases,YLLs,46822.1,-14.7,-80,9,282,187.5,519.5,-167.3,-339.5,-96.5,-6861.1,-37461.1,4195.1,132016.8,243261.1,87808.6,-78333.7,-158977.9,-45181.6
Cameroon,Digestive diseases,YLLs,129767.9,-8.8,-24.2,2.7,196.1,159.2,217.7,-87.4,-61.9,-93.5,-11396.9,-31428.5,3484.4,254529.8,206563.9,282558,-113365,-121361.7,-80280.4
Cameroon,Neurological disorders,YLLs,57384.8,-4.4,-2,-6.4,96.2,94.3,97.8,8.2,7.6,8.6,-2529.8,-1129.2,-3697,55216,54138.5,56132.3,4698.6,4375.5,4949.5
Cameroon,Mental disorders,YLLs,19.6,-12.4,-19.1,-7.7,67.9,64.9,73.5,44.5,42.7,45.6,-2.4,-1.5,-3.7,13.3,12.7,14.4,8.7,8.4,8.9
Cameroon,Substance use disorders,YLLs,7316,3.4,-0.4,7.9,94.4,89.6,94.6,2.2,2.5,5.8,247.8,-26.8,579,6905.4,6556.8,6918.3,162.8,180.3,424.6
Cameroon,Diabetes and kidney diseases,YLLs,193538.9,-0.6,-2.8,2,93.5,94.1,99.7,7.1,3.2,3.9,-1067.2,-5512.9,3790.2,180941.3,182188.9,192877.6,13664.8,6174.2,7559.8
Cameroon,Skin and subcutaneous diseases,YLLs,6306.2,-23.1,-16.7,-29.5,128.5,133,145.8,-5.4,-16.2,-16.3,-1454.6,-1054.5,-1861.5,8103.7,8384.7,9194.3,-342.9,-1024,-1026.7
Cameroon,Musculoskeletal disorders,YLLs,5009.5,1.9,0.6,3.7,76.8,73.3,75.6,21.3,23,23.9,95.3,186.8,29.9,3848.8,3669.7,3784.7,1065.4,1152.9,1194.9
Cameroon,Injuries,YLLs,510576.9,-18.5,-11.6,-23.5,138.2,127.5,148.7,-19.8,-15.9,-25.2,-94239.4,-120152.9,-59297,705759.5,651219.5,759228,-100943.2,-128498.2,-81345.6
Cameroon,Transport injuries,YLLs,224994.8,-9.4,-12.7,-5.2,132.1,121.6,134,-22.7,-16.4,-21.3,-21260.5,-11663.3,-28585.5,297266.2,273553.9,301596.9,-51010.9,-36895.9,-48016.6
Cameroon,Self-harm and interpersonal violence,YLLs,154552,2.8,1.3,4.6,72.5,71.5,73.3,24.7,23.9,25.4,4366.1,1987,7072.8,112033.2,110507.8,113357.8,38152.8,36971.5,39207.2
Cameroon,Unintentional injuries,YLLs,131030.1,-148.3,-309.9,-65.2,450.9,291.7,805.2,-202.6,-126.6,-395.3,-194310.4,-406081.4,-85378.9,590753.6,1055118.6,382238.6,-265413.1,-165829.6,-518007.1
Cameroon,Sense organ diseases,YLLs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cabo Verde,All causes,YLLs,-22178.2,34.6,33.8,35.3,18.4,15.7,17.5,47,47.2,50.4,-7676.6,-7502.4,-7824.5,-4079.9,-3488.8,-3884,-10421.7,-10469.7,-11187
Cabo Verde,"Communicable, maternal, neonatal, and nutritional diseases",YLLs,-49921.5,33.5,32.8,34.1,22.8,22.1,23.6,43.7,42.2,45,-16700.4,-16391.6,-17029.2,-11394,-11052.1,-11805.2,-21827.1,-21087.2,-22477.8
Cabo Verde,HIV/AIDS and sexually transmitted infections,YLLs,578.8,35.2,32.7,37.3,-1.4,-14.1,-8.4,66.2,71.1,81.4,203.7,189.2,216,-8,-48.8,-81.6,383.2,411.6,471.2
Cabo Verde,Respiratory infections and tuberculosis,YLLs,-5086,32.3,31.2,33.2,16.6,14.2,17.5,51.1,49.3,54.5,-1642.7,-1589,-1687.1,-845.5,-724.4,-890.5,-2597.8,-2508.4,-2772.6
Cabo Verde,Enteric infections,YLLs,-20903.5,32.2,31.7,32.6,24.8,24,25.3,43,42.1,44.3,-6725.8,-6634.6,-6807.9,-5192.2,-5016.3,-5288.6,-8985.5,-8807,-9252.5
Cabo Verde,Neglected tropical diseases and malaria,YLLs,475.5,20.1,18.5,21.4,38,37.5,39.3,42,41.1,42.1,95.5,101.8,88.2,180.5,178.4,187.1,199.6,195.2,200.3
Cabo Verde,Maternal and neonatal disorders,YLLs,-7784,40.3,38.3,42.7,16.4,15.8,15.8,43.3,41.5,45.9,-3135.8,-2980.9,-3325.6,-1279.1,-1227.9,-1230.8,-3369,-3227.6,-3575.2
Cabo Verde,Nutritional deficiencies,YLLs,-3336.2,32.6,32.1,32.9,25,24.7,25.8,42.4,41.4,43.2,-1086.9,-1071.7,-1096.1,-834.3,-823.2,-859.7,-1415.1,-1380.5,-1441.3
Cabo Verde,Non-communicable diseases,YLLs,21336.3,5.4,-16.9,16.1,120.6,121.2,197.7,-26,-37.2,-80.8,1143.6,-3599.7,3425.6,25734.6,25855.8,42185,-5541.9,-17249,-7945.1
Cabo Verde,Neoplasms,YLLs,10211.5,9.2,0.1,14.2,63.8,52.5,60.2,27,33.3,39.7,936.6,12.4,1447.7,6519,5365.5,6143,2755.9,3398.3,4056.1
Cabo Verde,Cardiovascular diseases,YLLs,8279.7,26.3,23.2,29.5,58.9,63.8,64.8,14.8,12,6.8,2174.4,1922,2440.9,4877.3,5279.6,5364.1,1228,559.3,993.6
Cabo Verde,Chronic respiratory diseases,YLLs,-860.1,45.1,44.3,46,58,54.2,63.1,-3.1,-9.1,1.5,-387.7,-380.7,-395.7,-498.7,-466.4,-542.9,26.3,-13,78.5
Cabo Verde,Digestive diseases,YLLs,1534.3,42.6,41.2,44.2,64.4,60.3,63.8,-7,-4.5,-5,653.8,631.6,677.5,987.5,925.8,979.5,-106.9,-68.9,-76.9
Cabo Verde,Neurological disorders,YLLs,1068.1,-18.2,-0.5,-80.4,150.9,109,281.9,-32.6,-101.5,-8.6,-194.7,-5,-858.5,1611.5,1164.5,3010.6,-348.7,-1084,-91.4
Cabo Verde,Mental disorders,YLLs,0.3,67.8,111.3,55.7,27.4,21,31.7,4.8,-32.3,12.6,0.2,0.2,0.3,0.1,0.1,0.1,0,-0.1,0
Cabo Verde,Substance use disorders,YLLs,123.5,36.1,34.1,38.1,46.6,44,47,17.3,17.9,18.9,44.6,42.1,47,57.6,54.4,58.1,21.4,22.1,23.3
Cabo Verde,Diabetes and kidney diseases,YLLs,3303.3,-12.9,-97.1,3.3,51.4,43.5,69.3,61.5,127.8,53.2,-426.1,-3208.7,109.8,1696.8,1435.3,2289.1,2032.6,1758.2,4222.9
Cabo Verde,Skin and subcutaneous diseases,YLLs,51.4,92.8,-599.4,511.4,-207,-2556.4,6996.3,214.1,-6296.9,2145.1,47.7,-307.9,262.7,-106.3,-1313.3,3594.1,110,-3234.8,1101.9
Cabo Verde,Musculoskeletal disorders,YLLs,50.7,24,21,26.4,48.3,48.1,50.2,27.8,25.5,28.8,12.1,10.6,13.4,24.5,24.4,25.5,14.1,12.9,14.6
Cabo Verde,Injuries,YLLs,6407.1,-8.7,-199,19.8,182,744.2,89.3,-73.2,-445.2,-9.1,-559.7,-12752.2,1269.6,11657.9,47681.7,5719.5,-4691.1,-28522.3,-582
Cabo Verde,Transport injuries,YLLs,753.9,38.4,36.9,39.9,-20.6,-14.8,-18.7,82.1,77.9,78.8,289.8,278.2,300.6,-155.2,-111.7,-140.8,619.3,587.4,594.1
Cabo Verde,Self-harm and interpersonal violence,YLLs,3860,33.8,31.8,35.3,53.7,53.5,64.4,12.5,11.2,3.8,1304.4,1227.6,1362.8,2073.8,2065,2487.3,481.8,145.2,432.3
Cabo Verde,Unintentional injuries,YLLs,1793.1,64.2,59,72.8,-12,-25.7,-3.2,47.8,44.2,52.9,1150.4,1058.3,1306.2,-215.3,-461.6,-57.7,857.9,792.4,948.5
Cabo Verde,Sense organ diseases,YLLs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad,All causes,YLLs,3538638.4,-35.2,-503.7,371.9,339.6,-1026.8,2087.6,-204.4,-1483.9,754.9,-1247339.9,-17822712.7,13161147.5,12018976.6,-36335858.8,73871300.5,-7232998.4,-52509949.3,26713349.8
Chad,"Communicable, maternal, neonatal, and nutritional diseases",YLLs,2469624.6,-17.5,-494.3,574.1,374.6,-2384,2555.8,-257.1,-1961.5,1909.9,-431181.6,-12207077.8,14178551.1,9250302.8,-58875128.8,63119431,-6349496.6,-48442728.6,47166202.3
Chad,HIV/AIDS and sexually transmitted infections,YLLs,242493.6,-4,-17.4,7.6,83.6,100.7,73,20.4,16.7,19.4,-9645.6,-42221,18504.6,202645.3,176902.1,244115.7,49493.8,40598.9,47086.9
Chad,Respiratory infections and tuberculosis,YLLs,586915.4,-32.2,-723.1,717.5,359.8,-2464.5,3016.1,-227.7,-2193,1847,-188937.3,-4243874.3,4211317.6,2112010.9,-14464449.5,17701865.6,-1336158.2,-12871075.9,10840047.4
Chad,Enteric infections,YLLs,1161811.9,-21.9,-73.5,7,228.7,155.3,303.2,-106.8,-129.6,-62.3,-254321.2,-854234.4,81060.1,2657248.3,1804472.1,3522206.9,-1241115.2,-1506160.6,-723720.2
Chad,Neglected tropical diseases and malaria,YLLs,145923.6,0.2,-362.1,397.2,332.8,-2193.3,2637,-233,-2174.9,1896.1,263.7,-528398.7,579642.1,485635.1,-3200593.5,3848053.1,-339975.2,-3173730.7,2766875
Chad,Maternal and neonatal disorders,YLLs,803030.9,-34.2,-144.3,9.7,239.4,145.2,418.6,-105.2,-174.4,-54.9,-274958.3,-1158489.1,77830.1,1922613,1166375.3,3361846.1,-844623.8,-1400326.1,-441174.4
Chad,Nutritional deficiencies,YLLs,-268973,17.1,-72.6,102.1,-75.4,-553.8,354.4,158.3,-356.5,726.4,-46069.9,-274605.5,195350.5,202866.8,-953165.7,1489512.1,-425769.9,-1953835.6,958798.2
Chad,Non-communicable diseases,YLLs,796639,-22.9,-10.2,-36.3,155.1,133.3,164.3,-32.2,-23.1,-28,-182732,-288914.2,-80978.6,1235678.2,1061587.1,1308645.9,-256307.3,-183969.4,-223092.7
Chad,Neoplasms,YLLs,124623.9,-6.4,-3.4,-9.4,89.5,81.2,95.1,16.9,14.3,22.3,-8003.5,-11669.7,-4239.1,111526.1,101133.9,118508.8,21101.3,17784.8,27729.1
Chad,Cardiovascular diseases,YLLs,185126.5,-39.2,-29.3,-51.3,144.5,128.1,174.7,-5.3,-23.4,1.2,-72576.7,-54322,-94985.4,267510.8,237138.5,323452.8,-9807.6,-43340.9,2310
Chad,Chronic respiratory diseases,YLLs,32814.2,280.4,190.7,725.3,-554.1,-1594,-327,373.8,236.4,968.7,92005,238006.2,62565.7,-181834.2,-107310.5,-523050.4,122643.4,317858.4,77559
Chad,Digestive diseases,YLLs,106737.9,-26.5,-16.8,-36.2,157.2,140.3,175.2,-30.7,-23.5,-39,-28255.3,-17899.4,-38640.1,167752.2,149726.3,186997.7,-32759,-25088.9,-41619.6
Chad,Neurological disorders,YLLs,27680,-10.5,-15.3,-4.9,99.8,107.3,93.5,10.8,11.4,8,-2918.7,-1364.7,-4231.7,27617.2,25883.9,29708.4,2981.5,2203.4,3160.8
Chad,Mental disorders,YLLs,2.9,1.5,0,3.6,74.6,76.4,77.1,23.8,20.1,22.8,0,0,0.1,2.2,2.2,2.2,0.7,0.6,0.7
Chad,Substance use disorders,YLLs,2246.9,-12.2,-16.2,-7.7,107.7,101.1,107,4.6,6.6,9.2,-274.7,-172.7,-363.9,2419,2271.3,2403.5,102.6,148.2,207.3
Chad,Diabetes and kidney diseases,YLLs,63770,-8.7,-12.5,-5.4,94,103.5,88.4,14.7,17,8.9,-5535.3,-3442.8,-7957.3,59915.2,56383.3,66020.7,9390.1,10829.4,5706.5
Chad,Skin and subcutaneous diseases,YLLs,3300.6,-12.8,-1.4,-24.3,124.5,108.9,130.7,-11.6,-6.4,-7.4,-422.7,-47.7,-800.9,4107.7,3592.9,4313.8,-384.4,-212.3,-244.6
Chad,Musculoskeletal disorders,YLLs,1384.7,-0.4,-1.8,1.3,75.1,73.3,78.5,25.2,23.3,25.4,-5.2,-24.3,18.5,1040.3,1014.7,1087,349.6,322,351.5
Chad,Injuries,YLLs,272374.8,-2.1,-18.1,9.4,148.7,122.2,182.7,-46.6,-31.6,-64.6,-5672.6,-49346,25623.3,404986.1,332716.3,497764.5,-126938.7,-176043.7,-85964.8
Chad,Transport injuries,YLLs,93461,-2.3,-13.9,6.4,125.2,108.9,141.1,-22.9,-15.3,-27.3,-2143.3,-12970.1,6023.6,116967.2,101783.2,131913.2,-21362.9,-14345.7,-25482
Chad,Self-harm and interpersonal violence,YLLs,56306.8,5.8,0.1,10.8,156.4,144,172.1,-62.2,-54.8,-72.2,3273.2,59.3,6089.9,88068.4,81093.2,96879.1,-35034.7,-30876.3,-40631.5
Chad,Unintentional injuries,YLLs,122606.9,-7,-45.7,10.2,166.6,132.4,264.8,-59.5,-119,-42.6,-8634.2,-56088.3,12504.6,204208.2,162363,324625.6,-72967.1,-145930.3,-52260.7
Chad,Sense organ diseases,YLLs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Côte d'Ivoire,All causes,YLLs,311326.5,44.4,43,45.9,-26.7,-19.1,-37.1,82.3,73.2,94.1,138100.4,133768.8,142897.3,-83113.2,-115452.8,-59518,256339.3,227947.3,293010.5
Côte d'Ivoire,"Communicable, maternal, neonatal, and nutritional diseases",YLLs,-775422,41.8,40.1,43.4,-13,-27,-9.9,71.2,66.5,86.9,-323969.2,-310922.5,-336194.1,100426.5,209688.9,76529.7,-551879.3,-515757.5,-674188.5
Côte d'Ivoire,HIV/AIDS and sexually transmitted infections,YLLs,70676.3,38,35.2,39.8,-110,-107.6,-249.9,172,167.8,314.6,26842.4,24903.6,28102.5,-77733.7,-176587.1,-76055,121567.6,118628.7,222359.7
Côte d'Ivoire,Respiratory infections and tuberculosis,YLLs,-225138.9,38.8,37.1,40.2,-11.1,-21.7,-4.8,72.3,64.6,84.6,-87372.7,-83477.5,-90597,25072.4,10881.7,48889.1,-162838.7,-145423.5,-190550.6
Côte d'Ivoire,Enteric infections,YLLs,-413464.8,34.8,33.3,35.7,5.6,-5.4,5.5,59.7,58.8,72,-143687.7,-137882,-147414.8,-23142.9,-22842.1,22143.9,-246634.2,-243207.9,-297726.7
Côte d'Ivoire,Neglected tropical diseases and malaria,YLLs,222658.9,50.2,48.8,52.6,-34.6,-34.6,-53.9,84.3,101.3,85.8,111858.2,108634,117210.7,-76948.2,-120044.6,-76951.3,187748.9,190976.2,225492.8
Côte d'Ivoire,Maternal and neonatal disorders,YLLs,439658.8,95.7,140.1,84,-101.9,-137.4,-87.1,106.2,103.2,97.3,420679.1,369151.9,615886.7,-448119.5,-383101.5,-603874.5,467099.2,427646.6,453608.4
Côte d'Ivoire,Nutritional deficiencies,YLLs,-115268,31,29.2,32,9.4,12.7,4.4,59.5,55.4,66.4,-35771.6,-33615.1,-36829.2,-10877.1,-14637,-5057.4,-68619.3,-63801.8,-76595.5
Côte d'Ivoire,Non-communicable diseases,YLLs,848382.9,-7.4,-35.9,9.3,212.1,159.9,316.4,-104.7,-180.5,-69.1,-62659.1,-304794,78480.2,1799692.4,1356315.6,2684461.6,-888650.5,-1531284.7,-586412.9
Côte d'Ivoire,Neoplasms,YLLs,212715.9,17.5,13.7,21.4,86.6,82,93.1,-4.1,-3.4,-6.8,37166.2,29077.4,45505.1,184293.5,174386.8,198115,-8743.9,-14476.5,-7176
Côte d'Ivoire,Cardiovascular diseases,YLLs,287980.1,29.1,25.1,32,88,79.9,98.5,-17.1,-11.9,-23.6,83737,72175.4,92195.8,253437.8,230179.5,283744.3,-49194.6,-34395.2,-67939.6
Côte d'Ivoire,Chronic respiratory diseases,YLLs,34036.9,36.1,34.5,37.2,82,73.6,90.4,-18.1,-10.8,-25,12290,11753.1,12646.3,27902.1,25056.5,30785.5,-6155.2,-3665.9,-8501.6
Côte d'Ivoire,Digestive diseases,YLLs,99619.7,25.5,20.9,28.7,115.9,135.5,99.8,-41.4,-28.5,-56.4,25430.5,20836.2,28562.3,115429.9,134983.7,99412.8,-41240.7,-28355.4,-56200.2
Côte d'Ivoire,Neurological disorders,YLLs,37615.2,1.4,-4.6,6.8,116.2,106.3,124.4,-17.5,-13.2,-19.8,522.4,-1742.3,2570.3,43694.1,39993.6,46804.2,-6601.3,-4948.6,-7446.7
Côte d'Ivoire,Mental disorders,YLLs,8.7,0,-2.2,2.6,75.3,69.4,77.4,24.7,24.8,28,0,-0.2,0.2,6.5,6,6.7,2.1,2.1,2.4
